[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Platform.ns:1
[truffle]   rewrite UninitMsgSend(#kernelObject:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:5
[truffle]   rewrite UninitializedReceiverSend@2362f559                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:5
[truffle]   rewrite UninitMsgSend(#load:nextTo:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:6
[truffle]   rewrite UninitializedReceiverSend@4c178a76                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:6
[truffle]   rewrite UninitMsgSend(#Value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at System.ns:21
[truffle]   rewrite UninitializedLexicallyBound@77f1baf5               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at System.ns:21
[truffle]   rewrite UninitMsgSend(#usingVmMirror:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:6
[truffle]   rewrite UninitializedReceiverSend@6c40365c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:6
[truffle]   rewrite UninitMsgSend(#initializer`usingVmMirror:)         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at System.ns:21
[truffle]   rewrite UninitializedLexicallyBound@7bedc48a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at System.ns:21
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at System.ns:21
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at System.ns:21
[truffle]   rewrite UninitMsgSend(#systemModuleObject:)                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at System.ns:23
[truffle]   rewrite UninitializedReceiverSend@131ef10                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at System.ns:23
[truffle]   rewrite UninitializedNode(SourceSection(source=System.ns, index=1118, length=69, characters=| private vmMirror = vmMirror. |\n  vmMirror systemModuleObject: self.)) |From M IsValueCheckNode$UninitializedNode     |To M IsValueCheckNode$ValueCheckNode        |Reason unknown at System.ns:22
[truffle]   rewrite UninitMsgSend(#load:nextTo:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:7
[truffle]   rewrite UninitializedReceiverSend@38afe297                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:7
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Mirrors.ns, index=4452, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Mirrors.ns:121
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Mirrors.ns, index=4484, length=30, characters=superCls:: superCls superclass)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Mirrors.ns:122
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Mirrors.ns, index=4495, length=8, characters=superCls)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Mirrors.ns:122
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Mirrors.ns, index=4351, length=8, characters=superCls)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:119
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Mirrors.ns, index=4395, length=8, characters=superCls)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:120
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Mirrors.ns, index=4415, length=8, characters=selector)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Mirrors.ns:120
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Mirrors.ns, index=4452, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Mirrors.ns:121
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Mirrors.ns, index=4484, length=30, characters=superCls:: superCls superclass)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Mirrors.ns:122
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Mirrors.ns, index=4495, length=8, characters=superCls)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:122
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Mirrors.ns, index=4263, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Mirrors.ns:116
[truffle]   rewrite LocalVariableWriteNodeGen[#superCls]               |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Mirrors.ns:118
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Mirrors.ns, index=4323, length=3, characters=cls)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:118
[truffle]   rewrite LocalVariableReadNodeGen[#superCls]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:119
[truffle]   rewrite LocalVariableReadNodeGen[#superCls]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:120
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Mirrors.ns, index=4415, length=8, characters=selector)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Mirrors.ns:120
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Mirrors.ns, index=4452, length=4, characters=true)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Mirrors.ns:121
[truffle]   rewrite LocalVariableWriteNodeGen[#superCls]               |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Mirrors.ns:122
[truffle]   rewrite LocalVariableReadNodeGen[#superCls]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Mirrors.ns:122
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Mirrors.ns, index=4532, length=5, characters=false)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Mirrors.ns:123
[truffle]   rewrite UninitMsgSend(#Value)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Mirrors.ns:21
[truffle]   rewrite UninitializedLexicallyBound@33c911a1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Mirrors.ns:21
[truffle]   rewrite UninitMsgSend(#usingVmMirror:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:7
[truffle]   rewrite UninitializedReceiverSend@291caca8                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:7
[truffle]   rewrite UninitMsgSend(#initializer`usingVmMirror:)         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Mirrors.ns:21
[truffle]   rewrite UninitializedLexicallyBound@385e9564               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Mirrors.ns:21
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Mirrors.ns:21
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Mirrors.ns:21
[truffle]   rewrite UninitializedNode(SourceSection(source=Mirrors.ns, index=1116, length=32, characters=| private vmMirror = vmMirror. |)) |From M IsValueCheckNode$UninitializedNode     |To M IsValueCheckNode$ValueCheckNode        |Reason unknown at Mirrors.ns:22
[truffle]   rewrite UninitMsgSend(#load:nextTo:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Platform.ns:8
[truffle]   rewrite UninitializedReceiverSend@5b94b04d                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Platform.ns:8
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4816, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:130
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4837, length=7, characters=results)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:130
[truffle]   rewrite LocalVariableWriteNodeGen[#counter]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:122
[truffle]   rewrite LocalVariableWriteNodeGen[#promisePair]            |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:123
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Actors.ns:123
[truffle]   rewrite LocalVariableWriteNodeGen[#results]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:124
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Actors.ns:124
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Actors.ns:126
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Actors.ns, index=4678, length=21, characters=counter:: counter + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Actors.ns:127
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4688, length=7, characters=counter)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:127
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4745, length=7, characters=results)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:129
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Actors.ns, index=4778, length=21, characters=counter:: counter - 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Actors.ns:130
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4788, length=7, characters=counter)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:130
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4816, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:130
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4837, length=7, characters=results)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:130
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Actors.ns, index=4727, length=133, characters=[:r |\n            results append: r.\n            ((counter:: counter - 1) = 0) ifTrue: [ promisePair resolve: results. ].\n          ])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Actors.ns:128
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=4890, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Actors.ns:132
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Actors.ns, index=4870, length=54, characters=[ :ex |\n            promisePair error: ex.\n          ])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Actors.ns:131
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Actors.ns, index=4661, length=274, characters=[ :p |\n          counter:: counter + 1.\n          p whenResolved: [:r |\n            results append: r.\n            ((counter:: counter - 1) = 0) ifTrue: [ promisePair resolve: results. ].\n          ] onError: [ :ex |\n            promisePair error: ex.\n          ].\n        ])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Actors.ns:126
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Actors.ns:135
[truffle]   rewrite LocalVariableReadNodeGen[#promisePair]             |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:135
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=5063, length=2, characters=it)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:143
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5097, length=5, characters=block)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:144
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=5110, length=2, characters=it)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:144
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Actors.ns, index=5130, length=16, characters=it:: it previous)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:145
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=5135, length=2, characters=it)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:145
[truffle]   rewrite LocalVariableWriteNodeGen[#promise]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:169
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5713, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:169
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5728, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:169
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5743, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:169
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Actors.ns:170
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5764, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:170
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5779, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:170
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5792, length=1, characters=i)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:170
[truffle]   rewrite LocalVariableReadNodeGen[#promise]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:170
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5839, length=8, characters=resolver)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:170
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5879, length=8, characters=resolver)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:172
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=5897, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:172
[truffle]   rewrite LocalVariableWriteNodeGen[#first]                  |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:182
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6153, length=23, characters=aBlockReturningAPromise)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:182
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6185, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:182
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Actors.ns:184
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6233, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:184
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6272, length=23, characters=aBlockReturningAPromise)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:185
[truffle]   rewrite LocalVariableReadNodeGen[#first]                   |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:187
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=6388, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:188
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=6433, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:190
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6454, length=10, characters=collection)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:190
[truffle]   rewrite LocalVariableWriteNodeGen[#prom]                   |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:201
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6707, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:201
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6721, length=8, characters=intStart)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:201
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Actors.ns:202
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6746, length=8, characters=intStart)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:202
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6763, length=6, characters=intEnd)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:202
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6785, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:203
[truffle]   rewrite LocalVariableReadNodeGen[#prom]                    |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:204
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6852, length=8, characters=resolver)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:205
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6888, length=8, characters=resolver)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:207
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=6906, length=8, characters=intStart)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Actors.ns:207
[truffle]   rewrite LocalVariableWriteNodeGen[#first]                  |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:219
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=7182, length=23, characters=aBlockReturningAPromise)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:219
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=7213, length=8, characters=intStart)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:219
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Actors.ns:221
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=7237, length=8, characters=intStart)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:221
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=7254, length=6, characters=intEnd)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:221
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=7274, length=23, characters=aBlockReturningAPromise)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:222
[truffle]   rewrite LocalVariableReadNodeGen[#first]                   |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:223
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=7355, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:224
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Actors.ns, index=7400, length=11, characters=promisePair)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Actors.ns:226
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Actors.ns, index=7421, length=8, characters=intStart)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Actors.ns:226
[truffle]   rewrite LocalVariableWriteNodeGen[#current]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Actors.ns:235
