Source Section	Access Type	Data Type	Count
Harness.ns pos=5652 len=10	read	Integer	1275
Harness.ns pos=5652 len=10	read	ALL	1275
Json.ns pos=27302 len=7	read	String	3391
Json.ns pos=27302 len=7	read	ALL	3391
Json.ns pos=27353 len=7	read	String	2801
Json.ns pos=27353 len=7	read	ALL	2801
Json.ns pos=27404 len=7	read	String	2775
Json.ns pos=27404 len=7	read	ALL	2775
Json.ns pos=27455 len=7	read	String	2772
Json.ns pos=27455 len=7	read	ALL	2772
Json.ns pos=27506 len=7	read	String	1421
Json.ns pos=27506 len=7	read	ALL	1421
Json.ns pos=27557 len=7	read	String	868
Json.ns pos=27557 len=7	read	ALL	868
Json.ns pos=27731 len=7	read	String	711
Json.ns pos=27731 len=7	read	ALL	711
Json.ns pos=27782 len=7	read	String	704
Json.ns pos=27782 len=7	read	ALL	704
Json.ns pos=27833 len=7	read	String	685
Json.ns pos=27833 len=7	read	ALL	685
Json.ns pos=27884 len=7	read	String	443
Json.ns pos=27884 len=7	read	ALL	443
Json.ns pos=27935 len=7	read	String	192
Json.ns pos=27935 len=7	read	ALL	192
Json.ns pos=27986 len=7	read	String	173
Json.ns pos=27986 len=7	read	ALL	173
Json.ns pos=28037 len=7	read	String	132
Json.ns pos=28037 len=7	read	ALL	132
Json.ns pos=28088 len=7	read	String	95
Json.ns pos=28088 len=7	read	ALL	95
Json.ns pos=28139 len=7	read	String	44
Json.ns pos=28139 len=7	read	ALL	44
Json.ns pos=28190 len=7	read	String	27
Json.ns pos=28190 len=7	read	ALL	27
Json.ns pos=28241 len=7	read	String	16
Json.ns pos=28241 len=7	read	ALL	16
Json.ns pos=29647 len=7	read	String	597
Json.ns pos=29647 len=7	read	ALL	597
Json.ns pos=29880 len=4	read	JsonLiteral	589
Json.ns pos=29880 len=4	read	ALL	589
Json.ns pos=30036 len=4	read	JsonLiteral	25
Json.ns pos=30036 len=4	read	ALL	25
Json.ns pos=30227 len=5	read	JsonLiteral	2
Json.ns pos=30227 len=5	read	ALL	2
Json.ns pos=30531 len=7	read	String	14834
Json.ns pos=30531 len=7	read	ALL	14834
Json.ns pos=30568 len=7	read	String	12885
Json.ns pos=30568 len=7	read	ALL	12885
Json.ns pos=31748 len=7	read	String	711
Json.ns pos=31748 len=7	read	ALL	711
Json.ns pos=32494 len=7	read	String	10115
Json.ns pos=32494 len=7	read	ALL	10115
Json.ns pos=32819 len=7	read	String	25820
Json.ns pos=32819 len=7	read	ALL	25820
Json.ns pos=32913 len=5	read	Integer	25820
Json.ns pos=32913 len=5	read	ALL	25820
Json.ns pos=32939 len=6	read	Integer	25820
Json.ns pos=32939 len=6	read	ALL	25820
Json.ns pos=32958 len=5	read	String	25820
Json.ns pos=32958 len=5	read	ALL	25820
Json.ns pos=33004 len=5	read	Integer	25820
Json.ns pos=33004 len=5	read	ALL	25820
Json.ns pos=33013 len=5	read	String	25820
Json.ns pos=33013 len=5	read	ALL	25820
Json.ns pos=33055 len=5	read	String	25819
Json.ns pos=33055 len=5	read	ALL	25819
Json.ns pos=33069 len=5	read	Integer	25819
Json.ns pos=33069 len=5	read	ALL	25819
Json.ns pos=33161 len=5	read	Integer	2660
Json.ns pos=33161 len=5	read	ALL	2660
Json.ns pos=33384 len=13	read	String	2660
Json.ns pos=33384 len=13	read	ALL	2660
Json.ns pos=33428 len=5	read	String	2660
Json.ns pos=33428 len=5	read	ALL	2660
Json.ns pos=33449 len=12	read	Integer	2660
Json.ns pos=33449 len=12	read	ALL	2660
Json.ns pos=33466 len=5	read	Integer	2660
Json.ns pos=33466 len=5	read	ALL	2660
Json.ns pos=34138 len=7	read	Nil	1
Json.ns pos=34138 len=7	read	String	8688
Json.ns pos=34138 len=7	read	ALL	8689
Json.ns pos=34177 len=7	read	Nil	1
Json.ns pos=34177 len=7	read	String	8688
Json.ns pos=34177 len=7	read	ALL	8689
Json.ns pos=34216 len=7	read	Nil	1
Json.ns pos=34216 len=7	read	String	8688
Json.ns pos=34216 len=7	read	ALL	8689
Json.ns pos=34255 len=7	read	Nil	1
Json.ns pos=34255 len=7	read	String	8688
Json.ns pos=34255 len=7	read	ALL	8689
Json.ns pos=34331 len=7	read	String	2542
Json.ns pos=34331 len=7	read	ALL	2542
Json.ns pos=34369 len=7	read	String	2441
Json.ns pos=34369 len=7	read	ALL	2441
Json.ns pos=34407 len=7	read	String	2145
Json.ns pos=34407 len=7	read	ALL	2145
Json.ns pos=34445 len=7	read	String	1746
Json.ns pos=34445 len=7	read	ALL	1746
Json.ns pos=34483 len=7	read	String	1596
Json.ns pos=34483 len=7	read	ALL	1596
Json.ns pos=34521 len=7	read	String	1524
Json.ns pos=34521 len=7	read	ALL	1524
Json.ns pos=34559 len=7	read	String	1115
Json.ns pos=34559 len=7	read	ALL	1115
Json.ns pos=34597 len=7	read	String	990
Json.ns pos=34597 len=7	read	ALL	990
Json.ns pos=34635 len=7	read	String	852
Json.ns pos=34635 len=7	read	ALL	852
Json.ns pos=34673 len=7	read	String	747
Json.ns pos=34673 len=7	read	ALL	747
Json.ns pos=34833 len=5	read	Array class	156
Json.ns pos=34833 len=5	read	ALL	156
Json.ns pos=34991 len=9	read	Array	597
Json.ns pos=34991 len=9	read	ALL	597
Json.ns pos=35497 len=9	read	Array	2
Json.ns pos=35497 len=9	read	ALL	2
Json.ns pos=37778 len=6	read	Vector class	552
Json.ns pos=37778 len=6	read	ALL	552
Json.ns pos=38229 len=6	read	Vector	2792
Json.ns pos=38229 len=6	read	ALL	2792
Json.ns pos=40714 len=6	read	Vector class	156
Json.ns pos=40714 len=6	read	ALL	156
Json.ns pos=40749 len=6	read	Vector class	156
Json.ns pos=40749 len=6	read	ALL	156
Json.ns pos=41285 len=5	read	Vector	597
Json.ns pos=41285 len=5	read	ALL	597
Json.ns pos=41312 len=6	read	Vector	597
Json.ns pos=41312 len=6	read	ALL	597
Json.ns pos=41345 len=5	read	HashIndexTable	597
Json.ns pos=41345 len=5	read	ALL	597
Json.ns pos=41365 len=5	read	Vector	597
Json.ns pos=41365 len=5	read	ALL	597
Json.ns pos=42531 len=6	read	Vector	2
Json.ns pos=42531 len=6	read	ALL	2
Json.ns pos=43888 len=5	read	HashIndexTable	2
Json.ns pos=43888 len=5	read	ALL	2
Json.ns pos=43934 len=5	read	Vector	2
Json.ns pos=43934 len=5	read	ALL	2
Kernel.ns pos=2326 len=10	read	Object class	3076
Kernel.ns pos=2326 len=10	read	ALL	3076
Kernel.ns pos=2363 len=9	read	Value class	14
Kernel.ns pos=2363 len=9	read	ALL	14
Kernel.ns pos=2744 len=8	read	VmMirror	108
Kernel.ns pos=2744 len=8	read	ALL	108
Kernel.ns pos=11416 len=8	read	VmMirror	21
Kernel.ns pos=11416 len=8	read	ALL	21
Kernel.ns pos=11474 len=8	read	VmMirror	7227
Kernel.ns pos=11474 len=8	read	ALL	7227
Kernel.ns pos=14411 len=8	read	VmMirror	35
Kernel.ns pos=14411 len=8	read	ALL	35
Kernel.ns pos=20253 len=8	read	VmMirror	751099
Kernel.ns pos=20253 len=8	read	ALL	751099
Kernel.ns pos=21625 len=8	read	VmMirror	2000
Kernel.ns pos=21625 len=8	read	ALL	2000
Kernel.ns pos=22269 len=7	read	Array	203805
Kernel.ns pos=22269 len=7	read	ALL	203805
Kernel.ns pos=22616 len=8	read	Integer	66900
Kernel.ns pos=22616 len=8	read	ALL	66900
Kernel.ns pos=22629 len=7	read	Integer	66900
Kernel.ns pos=22629 len=7	read	ALL	66900
Kernel.ns pos=22666 len=7	read	Array	588242
Kernel.ns pos=22666 len=7	read	ALL	588242
Kernel.ns pos=23332 len=7	read	Integer	65231
Kernel.ns pos=23332 len=7	read	ALL	65231
Kernel.ns pos=23342 len=7	read	Array	65231
Kernel.ns pos=23342 len=7	read	ALL	65231
Kernel.ns pos=23469 len=7	read	Array	7902
Kernel.ns pos=23469 len=7	read	ALL	7902
Kernel.ns pos=23491 len=7	read	Array	7902
Kernel.ns pos=23491 len=7	read	ALL	7902
Kernel.ns pos=23540 len=7	read	Array	48998
Kernel.ns pos=23540 len=7	read	ALL	48998
Kernel.ns pos=23598 len=7	read	Array	65231
Kernel.ns pos=23598 len=7	read	ALL	65231
Kernel.ns pos=23610 len=7	read	Integer	65231
Kernel.ns pos=23610 len=7	read	ALL	65231
Kernel.ns pos=23648 len=7	read	Integer	65231
Kernel.ns pos=23648 len=7	read	ALL	65231
Kernel.ns pos=25115 len=7	read	Integer	75499
Kernel.ns pos=25115 len=7	read	ALL	75499
Kernel.ns pos=25125 len=8	read	Integer	75499
Kernel.ns pos=25125 len=8	read	ALL	75499
Kernel.ns pos=25164 len=7	read	Integer	1098
Kernel.ns pos=25164 len=7	read	ALL	1098
Kernel.ns pos=25174 len=8	read	Integer	1098
Kernel.ns pos=25174 len=8	read	ALL	1098
Kernel.ns pos=25213 len=7	read	Array	999
Kernel.ns pos=25213 len=7	read	ALL	999
Kernel.ns pos=25426 len=8	read	Integer	203805
Kernel.ns pos=25426 len=8	read	ALL	203805
Kernel.ns pos=25457 len=7	read	Integer	203805
Kernel.ns pos=25457 len=7	read	ALL	203805
Kernel.ns pos=25666 len=8	read	Integer	30699
Kernel.ns pos=25666 len=8	read	ALL	30699
Kernel.ns pos=25688 len=7	read	Array	30699
Kernel.ns pos=25688 len=7	read	ALL	30699
Kernel.ns pos=25700 len=8	read	Integer	30699
Kernel.ns pos=25700 len=8	read	ALL	30699
Kernel.ns pos=28042 len=8	read	Integer	299
Kernel.ns pos=28042 len=8	read	ALL	299
Kernel.ns pos=28072 len=7	read	Integer	299
Kernel.ns pos=28072 len=7	read	ALL	299
Kernel.ns pos=28710 len=8	read	VmMirror	1999
Kernel.ns pos=28710 len=8	read	ALL	1999
LanguageFeatures.ns pos=1231 len=6	read	Kernel	18
LanguageFeatures.ns pos=1231 len=6	read	ALL	18
LanguageFeatures.ns pos=1282 len=6	read	Kernel	18
LanguageFeatures.ns pos=1282 len=6	read	ALL	18
LanguageFeatures.ns pos=1333 len=6	read	Kernel	18
LanguageFeatures.ns pos=1333 len=6	read	ALL	18
LanguageFeatures.ns pos=1385 len=6	read	Kernel	18
LanguageFeatures.ns pos=1385 len=6	read	ALL	18
LanguageFeatures.ns pos=1440 len=7	read	Mirrors	18
LanguageFeatures.ns pos=1440 len=7	read	ALL	18
LanguageFeatures.ns pos=3073 len=3	read	Integer	999999
LanguageFeatures.ns pos=3073 len=3	read	ALL	999999
LanguageFeatures.ns pos=3509 len=7	read	Integer	199999
LanguageFeatures.ns pos=3509 len=7	read	ALL	199999
LanguageFeatures.ns pos=3540 len=7	read	Integer	199999
LanguageFeatures.ns pos=3540 len=7	read	ALL	199999
LanguageFeatures.ns pos=3571 len=7	read	Integer	199999
LanguageFeatures.ns pos=3571 len=7	read	ALL	199999
LanguageFeatures.ns pos=3602 len=7	read	Integer	199999
LanguageFeatures.ns pos=3602 len=7	read	ALL	199999
LanguageFeatures.ns pos=3633 len=7	read	Integer	199999
LanguageFeatures.ns pos=3633 len=7	read	ALL	199999
LanguageFeatures.ns pos=3665 len=7	read	Integer	199999
LanguageFeatures.ns pos=3665 len=7	read	ALL	199999
LanguageFeatures.ns pos=3696 len=7	read	Integer	199999
LanguageFeatures.ns pos=3696 len=7	read	ALL	199999
LanguageFeatures.ns pos=3727 len=7	read	Integer	199999
LanguageFeatures.ns pos=3727 len=7	read	ALL	199999
LanguageFeatures.ns pos=3758 len=7	read	Integer	199999
LanguageFeatures.ns pos=3758 len=7	read	ALL	199999
LanguageFeatures.ns pos=3789 len=7	read	Integer	199999
LanguageFeatures.ns pos=3789 len=7	read	ALL	199999
LanguageFeatures.ns pos=3821 len=7	read	Integer	199999
LanguageFeatures.ns pos=3821 len=7	read	ALL	199999
LanguageFeatures.ns pos=3852 len=7	read	Integer	199999
LanguageFeatures.ns pos=3852 len=7	read	ALL	199999
LanguageFeatures.ns pos=3883 len=7	read	Integer	199999
LanguageFeatures.ns pos=3883 len=7	read	ALL	199999
LanguageFeatures.ns pos=3914 len=7	read	Integer	199999
LanguageFeatures.ns pos=3914 len=7	read	ALL	199999
LanguageFeatures.ns pos=3945 len=7	read	Integer	199999
LanguageFeatures.ns pos=3945 len=7	read	ALL	199999
LanguageFeatures.ns pos=3977 len=7	read	Integer	199999
LanguageFeatures.ns pos=3977 len=7	read	ALL	199999
LanguageFeatures.ns pos=4008 len=7	read	Integer	199999
LanguageFeatures.ns pos=4008 len=7	read	ALL	199999
LanguageFeatures.ns pos=4039 len=7	read	Integer	199999
LanguageFeatures.ns pos=4039 len=7	read	ALL	199999
LanguageFeatures.ns pos=4070 len=7	read	Integer	199999
LanguageFeatures.ns pos=4070 len=7	read	ALL	199999
LanguageFeatures.ns pos=4101 len=7	read	Integer	199999
LanguageFeatures.ns pos=4101 len=7	read	ALL	199999
LanguageFeatures.ns pos=4133 len=7	read	Integer	199999
LanguageFeatures.ns pos=4133 len=7	read	ALL	199999
LanguageFeatures.ns pos=4164 len=7	read	Integer	199999
LanguageFeatures.ns pos=4164 len=7	read	ALL	199999
LanguageFeatures.ns pos=4195 len=7	read	Integer	199999
LanguageFeatures.ns pos=4195 len=7	read	ALL	199999
LanguageFeatures.ns pos=4226 len=7	read	Integer	199999
LanguageFeatures.ns pos=4226 len=7	read	ALL	199999
LanguageFeatures.ns pos=4257 len=7	read	Integer	199999
LanguageFeatures.ns pos=4257 len=7	read	ALL	199999
LanguageFeatures.ns pos=4289 len=7	read	Integer	199999
LanguageFeatures.ns pos=4289 len=7	read	ALL	199999
LanguageFeatures.ns pos=4320 len=7	read	Integer	199999
LanguageFeatures.ns pos=4320 len=7	read	ALL	199999
LanguageFeatures.ns pos=4351 len=7	read	Integer	199999
LanguageFeatures.ns pos=4351 len=7	read	ALL	199999
LanguageFeatures.ns pos=4382 len=7	read	Integer	199999
LanguageFeatures.ns pos=4382 len=7	read	ALL	199999
LanguageFeatures.ns pos=4413 len=7	read	Integer	199999
LanguageFeatures.ns pos=4413 len=7	read	ALL	199999
LanguageFeatures.ns pos=4443 len=7	read	Integer	9
LanguageFeatures.ns pos=4443 len=7	read	ALL	9
LanguageFeatures.ns pos=4827 len=7	read	Integer	9
LanguageFeatures.ns pos=4827 len=7	read	ALL	9
LanguageFeatures.ns pos=4899 len=7	read	Integer	9
LanguageFeatures.ns pos=4899 len=7	read	ALL	9
LanguageFeatures.ns pos=6878 len=1	read	Integer	1999
LanguageFeatures.ns pos=6878 len=1	read	ALL	1999
LanguageFeatures.ns pos=9292 len=6	read	Vector class	199
LanguageFeatures.ns pos=9292 len=6	read	ALL	199
LanguageFeatures.ns pos=11194 len=12	read	ObjectMirror class	9
LanguageFeatures.ns pos=11194 len=12	read	ALL	9
LanguageFeatures.ns pos=14796 len=3	read	Integer	999
LanguageFeatures.ns pos=14796 len=3	read	ALL	999
List.ns pos=1943 len=4	read	Nil	124400
List.ns pos=1943 len=4	read	ListElement	1680599
List.ns pos=1943 len=4	read	ALL	1804999
List.ns pos=1973 len=4	read	Nil	210700
List.ns pos=1973 len=4	read	ListElement	1594299
List.ns pos=1973 len=4	read	ALL	1804999
List.ns pos=2164 len=4	read	ListElement	70199
List.ns pos=2164 len=4	read	ALL	70199
List.ns pos=2228 len=4	read	ListElement	70199
List.ns pos=2228 len=4	read	ALL	70199
List.ns pos=2292 len=4	read	ListElement	70199
List.ns pos=2292 len=4	read	ALL	70199
List.ns pos=2470 len=4	read	Nil	100
List.ns pos=2470 len=4	read	ListElement	899
List.ns pos=2470 len=4	read	ALL	999
List.ns pos=2515 len=4	read	ListElement	899
List.ns pos=2515 len=4	read	ALL	899
Mirrors.ns pos=3968 len=8	read	VmMirror	200021
Mirrors.ns pos=3968 len=8	read	ALL	200021
Mirrors.ns pos=3982 len=3	read	LanguageFeaturesSuite	19
Mirrors.ns pos=3982 len=3	read	DispatchPerformNoArg	200000
Mirrors.ns pos=3982 len=3	read	Sort	2
Mirrors.ns pos=3982 len=3	read	ALL	200021
NBody.ns pos=1237 len=2	read	Double	4
NBody.ns pos=1237 len=2	read	ALL	4
NBody.ns pos=1244 len=4	read	Double	4
NBody.ns pos=1244 len=4	read	ALL	4
NBody.ns pos=1272 len=2	read	Double	4
NBody.ns pos=1272 len=2	read	ALL	4
NBody.ns pos=1279 len=4	read	Double	4
NBody.ns pos=1279 len=4	read	ALL	4
NBody.ns pos=1307 len=2	read	Double	4
NBody.ns pos=1307 len=2	read	ALL	4
NBody.ns pos=1314 len=4	read	Double	4
NBody.ns pos=1314 len=4	read	ALL	4
NBody.ns pos=1499 len=6	read	Array	249999
NBody.ns pos=1499 len=6	read	ALL	249999
NBody.ns pos=1555 len=6	read	Array	1249999
NBody.ns pos=1555 len=6	read	ALL	1249999
NBody.ns pos=1588 len=6	read	Array	1249999
NBody.ns pos=1588 len=6	read	ALL	1249999
NBody.ns pos=1679 len=6	read	Array	2499999
NBody.ns pos=1679 len=6	read	ALL	2499999
NBody.ns pos=1714 len=1	read	Double	2499999
NBody.ns pos=1714 len=1	read	ALL	2499999
NBody.ns pos=1724 len=1	read	Double	2499999
NBody.ns pos=1724 len=1	read	ALL	2499999
NBody.ns pos=1748 len=1	read	Double	2499999
NBody.ns pos=1748 len=1	read	ALL	2499999
NBody.ns pos=1758 len=1	read	Double	2499999
NBody.ns pos=1758 len=1	read	ALL	2499999
NBody.ns pos=1782 len=1	read	Double	2499999
NBody.ns pos=1782 len=1	read	ALL	2499999
NBody.ns pos=1792 len=1	read	Double	2499999
NBody.ns pos=1792 len=1	read	ALL	2499999
NBody.ns pos=1965 len=2	read	Double	2499999
NBody.ns pos=1965 len=2	read	ALL	2499999
NBody.ns pos=1982 len=4	read	Double	2499999
NBody.ns pos=1982 len=4	read	ALL	2499999
NBody.ns pos=2021 len=2	read	Double	2499999
NBody.ns pos=2021 len=2	read	ALL	2499999
NBody.ns pos=2038 len=4	read	Double	2499999
NBody.ns pos=2038 len=4	read	ALL	2499999
NBody.ns pos=2077 len=2	read	Double	2499999
NBody.ns pos=2077 len=2	read	ALL	2499999
NBody.ns pos=2094 len=4	read	Double	2499999
NBody.ns pos=2094 len=4	read	ALL	2499999
NBody.ns pos=2134 len=2	read	Double	2499999
NBody.ns pos=2134 len=2	read	ALL	2499999
NBody.ns pos=2151 len=4	read	Double	2499999
NBody.ns pos=2151 len=4	read	ALL	2499999
NBody.ns pos=2190 len=2	read	Double	2499999
NBody.ns pos=2190 len=2	read	ALL	2499999
NBody.ns pos=2207 len=4	read	Double	2499999
NBody.ns pos=2207 len=4	read	ALL	2499999
NBody.ns pos=2246 len=2	read	Double	2499999
NBody.ns pos=2246 len=2	read	ALL	2499999
NBody.ns pos=2263 len=4	read	Double	2499999
NBody.ns pos=2263 len=4	read	ALL	2499999
NBody.ns pos=2303 len=6	read	Array	249999
NBody.ns pos=2303 len=6	read	ALL	249999
NBody.ns pos=2344 len=1	read	Double	1249999
NBody.ns pos=2344 len=1	read	ALL	1249999
NBody.ns pos=2359 len=2	read	Double	1249999
NBody.ns pos=2359 len=2	read	ALL	1249999
NBody.ns pos=2385 len=1	read	Double	1249999
NBody.ns pos=2385 len=1	read	ALL	1249999
NBody.ns pos=2400 len=2	read	Double	1249999
NBody.ns pos=2400 len=2	read	ALL	1249999
NBody.ns pos=2426 len=1	read	Double	1249999
NBody.ns pos=2426 len=1	read	ALL	1249999
NBody.ns pos=2441 len=2	read	Double	1249999
NBody.ns pos=2441 len=2	read	ALL	1249999
NBody.ns pos=2598 len=6	read	Array	4
NBody.ns pos=2598 len=6	read	ALL	4
NBody.ns pos=2642 len=4	read	Double	4
NBody.ns pos=2642 len=4	read	ALL	4
NBody.ns pos=2670 len=2	read	Double	4
NBody.ns pos=2670 len=2	read	ALL	4
NBody.ns pos=2681 len=2	read	Double	4
NBody.ns pos=2681 len=2	read	ALL	4
NBody.ns pos=2708 len=2	read	Double	4
NBody.ns pos=2708 len=2	read	ALL	4
NBody.ns pos=2719 len=2	read	Double	4
NBody.ns pos=2719 len=2	read	ALL	4
NBody.ns pos=2746 len=2	read	Double	4
NBody.ns pos=2746 len=2	read	ALL	4
NBody.ns pos=2757 len=2	read	Double	4
NBody.ns pos=2757 len=2	read	ALL	4
NBody.ns pos=2783 len=6	read	Array	4
NBody.ns pos=2783 len=6	read	ALL	4
NBody.ns pos=2843 len=6	read	Array	9
NBody.ns pos=2843 len=6	read	ALL	9
NBody.ns pos=2879 len=1	read	Double	9
NBody.ns pos=2879 len=1	read	ALL	9
NBody.ns pos=2889 len=1	read	Double	9
NBody.ns pos=2889 len=1	read	ALL	9
NBody.ns pos=2913 len=1	read	Double	9
NBody.ns pos=2913 len=1	read	ALL	9
NBody.ns pos=2923 len=1	read	Double	9
NBody.ns pos=2923 len=1	read	ALL	9
NBody.ns pos=2947 len=1	read	Double	9
NBody.ns pos=2947 len=1	read	ALL	9
NBody.ns pos=2957 len=1	read	Double	9
NBody.ns pos=2957 len=1	read	ALL	9
NBody.ns pos=3044 len=4	read	Double	9
NBody.ns pos=3044 len=4	read	ALL	9
NBody.ns pos=3057 len=4	read	Double	9
NBody.ns pos=3057 len=4	read	ALL	9
Permute.ns pos=1327 len=5	read	Array class	99
Permute.ns pos=1327 len=5	read	ALL	99
Permute.ns pos=1372 len=5	read	Integer	99
Permute.ns pos=1372 len=5	read	ALL	99
Permute.ns pos=1495 len=5	read	Integer	865999
Permute.ns pos=1495 len=5	read	ALL	865999
Permute.ns pos=1768 len=1	read	Array	1007799
Permute.ns pos=1768 len=1	read	ALL	1007799
Permute.ns pos=1785 len=1	read	Array	1007799
Permute.ns pos=1785 len=1	read	ALL	1007799
Permute.ns pos=1799 len=1	read	Array	1007799
Permute.ns pos=1799 len=1	read	ALL	1007799
Permute.ns pos=1817 len=1	read	Array	1007799
Permute.ns pos=1817 len=1	read	ALL	1007799
Queens.ns pos=1525 len=5	read	Array class	999
Queens.ns pos=1525 len=5	read	ALL	999
Queens.ns pos=1572 len=5	read	Array class	999
Queens.ns pos=1572 len=5	read	ALL	999
Queens.ns pos=1619 len=5	read	Array class	999
Queens.ns pos=1619 len=5	read	ALL	999
Queens.ns pos=1666 len=5	read	Array class	999
Queens.ns pos=1666 len=5	read	ALL	999
Queens.ns pos=1838 len=9	read	Array	112999
Queens.ns pos=1838 len=9	read	ALL	112999
Queens.ns pos=2105 len=8	read	Array	875999
Queens.ns pos=2105 len=8	read	ALL	875999
Queens.ns pos=2125 len=8	read	Array	875999
Queens.ns pos=2125 len=8	read	ALL	875999
Queens.ns pos=2149 len=8	read	Array	875999
Queens.ns pos=2149 len=8	read	ALL	875999
Queens.ns pos=2218 len=8	read	Array	217999
Queens.ns pos=2218 len=8	read	ALL	217999
Queens.ns pos=2255 len=8	read	Array	217999
Queens.ns pos=2255 len=8	read	ALL	217999
Queens.ns pos=2292 len=8	read	Array	217999
Queens.ns pos=2292 len=8	read	ALL	217999
Richards.ns pos=1210 len=6	read	Nil	27883
Richards.ns pos=1210 len=6	read	ALL	27883
Richards.ns pos=1255 len=6	read	Nil	18587
Richards.ns pos=1255 len=6	read	ALL	18587
Richards.ns pos=1286 len=7	read	Nil	9294
Richards.ns pos=1286 len=7	read	Packet	9293
Richards.ns pos=1286 len=7	read	ALL	18587
Richards.ns pos=1387 len=6	read	Nil	9293
Richards.ns pos=1387 len=6	read	ALL	9293
Richards.ns pos=1524 len=7	read	False	9295
Richards.ns pos=1524 len=7	read	ALL	9295
Richards.ns pos=2012 len=6	read	Nil	23251
Richards.ns pos=2012 len=6	read	ALL	23251
Richards.ns pos=2053 len=14	read	Integer	11626
Richards.ns pos=2053 len=14	read	ALL	11626
Richards.ns pos=2075 len=4	read	Integer	11626
Richards.ns pos=2075 len=4	read	ALL	11626
Richards.ns pos=2200 len=6	read	Nil	23251
Richards.ns pos=2200 len=6	read	ALL	23251
Richards.ns pos=2229 len=6	read	Nil	2941
Richards.ns pos=2229 len=6	read	Packet	20310
Richards.ns pos=2229 len=6	read	ALL	23251
Richards.ns pos=2362 len=5	read	Integer	20309
Richards.ns pos=2362 len=5	read	ALL	20309
Richards.ns pos=2470 len=4	read	Nil	1497
Richards.ns pos=2470 len=4	read	Packet	827
Richards.ns pos=2470 len=4	read	ALL	2324
Richards.ns pos=2617 len=6	read	Nil	17984
Richards.ns pos=2617 len=6	read	ALL	17984
Richards.ns pos=2648 len=8	read	Nil	8685
Richards.ns pos=2648 len=8	read	Packet	9299
Richards.ns pos=2648 len=8	read	ALL	17984
Richards.ns pos=2791 len=4	read	Nil	8487
Richards.ns pos=2791 len=4	read	Packet	812
Richards.ns pos=2791 len=4	read	ALL	9299
Richards.ns pos=2854 len=4	read	Array	9299
Richards.ns pos=2854 len=4	read	ALL	9299
Richards.ns pos=3385 len=5	read	Integer	9999
Richards.ns pos=3385 len=5	read	ALL	9999
Richards.ns pos=3418 len=5	read	Integer	9999
Richards.ns pos=3418 len=5	read	ALL	9999
Richards.ns pos=3519 len=7	read	Integer	9998
Richards.ns pos=3519 len=7	read	ALL	9998
Richards.ns pos=3601 len=7	read	Integer	5006
Richards.ns pos=3601 len=7	read	ALL	5006
Richards.ns pos=3649 len=7	read	Integer	5006
Richards.ns pos=3649 len=7	read	ALL	5006
Richards.ns pos=3730 len=7	read	Integer	4991
Richards.ns pos=3730 len=7	read	ALL	4991
Richards.ns pos=3793 len=7	read	Integer	4991
Richards.ns pos=3793 len=7	read	ALL	4991
Richards.ns pos=4155 len=8	read	TaskControlBlock	5
Richards.ns pos=4155 len=8	read	ALL	5
Richards.ns pos=4508 len=9	read	Array	5
Richards.ns pos=4508 len=9	read	ALL	5
Richards.ns pos=4896 len=6	read	Nil	4653
Richards.ns pos=4896 len=6	read	ALL	4653
Richards.ns pos=5011 len=8	read	Integer	2326
Richards.ns pos=5011 len=8	read	ALL	2326
Richards.ns pos=5027 len=11	read	Integer	2326
Richards.ns pos=5027 len=11	read	ALL	2326
Richards.ns pos=5087 len=8	read	Integer	1163
Richards.ns pos=5087 len=8	read	ALL	1163
Richards.ns pos=5145 len=8	read	Integer	1162
Richards.ns pos=5145 len=8	read	ALL	1162
Richards.ns pos=5194 len=11	read	Integer	2326
Richards.ns pos=5194 len=11	read	ALL	2326
Richards.ns pos=5310 len=5	read	Integer	9307
Richards.ns pos=5310 len=5	read	ALL	9307
Richards.ns pos=5345 len=5	read	Integer	9307
Richards.ns pos=5345 len=5	read	ALL	9307
Richards.ns pos=5449 len=4	read	Array	9307
Richards.ns pos=5449 len=4	read	ALL	9307
Richards.ns pos=5475 len=5	read	Integer	9307
Richards.ns pos=5475 len=5	read	ALL	9307
Richards.ns pos=7706 len=9	read	Array	33244
Richards.ns pos=7706 len=9	read	ALL	33244
Richards.ns pos=7736 len=6	read	Nil	33244
Richards.ns pos=7736 len=6	read	ALL	33244
Richards.ns pos=7841 len=9	read	Integer	9296
Richards.ns pos=7841 len=9	read	ALL	9296
Richards.ns pos=7862 len=11	read	TaskControlBlock	9296
Richards.ns pos=7862 len=11	read	ALL	9296
Richards.ns pos=7901 len=11	read	TaskControlBlock	9296
Richards.ns pos=7901 len=11	read	ALL	9296
Richards.ns pos=7913 len=4	read	Nil	1
Richards.ns pos=7913 len=4	read	TaskControlBlock	9295
Richards.ns pos=7913 len=4	read	ALL	9296
Richards.ns pos=8212 len=8	read	Integer	23245
Richards.ns pos=8212 len=8	read	ALL	23245
Richards.ns pos=8228 len=6	read	Nil	23245
Richards.ns pos=8228 len=6	read	ALL	23245
Richards.ns pos=8287 len=16	read	Integer	23245
Richards.ns pos=8287 len=16	read	ALL	23245
Richards.ns pos=8328 len=6	read	Nil	23245
Richards.ns pos=8328 len=6	read	ALL	23245
Richards.ns pos=8359 len=19	read	Integer	23245
Richards.ns pos=8359 len=19	read	ALL	23245
