[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite LocalVariableWriteNodeGen[#x]                      |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Havlak.ns:436
[truffle]   rewrite LocalVariableReadNodeGen[#workList]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:436
[truffle]   rewrite LocalVariableWriteNodeGen[#nonBackSize]            |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Havlak.ns:438
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:438
[truffle]   rewrite LocalVariableReadNodeGen[#x]                       |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:438
[truffle]   rewrite LocalVariableReadNodeGen[#nonBackSize]             |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:439
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:439
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Havlak.ns, index=11922, length=4, characters=self)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Havlak.ns:439
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:439
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:440
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:440
[truffle]   rewrite LocalVariableReadNodeGen[#nodePool]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:440
[truffle]   rewrite LocalVariableReadNodeGen[#workList]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:440
[truffle]   rewrite LocalVariableReadNodeGen[#x]                       |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:440
[truffle]   rewrite LocalVariableReadNodeGen[#nodePool]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:442
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:442
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:442
[truffle]   rewrite LocalVariableWriteNodeGen[#loop]                   |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Havlak.ns:444
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:444
[truffle]   rewrite LocalVariableReadNodeGen[#nodeW]                   |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:444
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:444
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:444
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:445
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:445
[truffle]   rewrite LocalVariableReadNodeGen[#nodePool]                |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:445
[truffle]   rewrite LocalVariableReadNodeGen[#loop]                    |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:445
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12797, length=8, characters=workList)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:461
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12814, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Havlak.ns:461
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12837, length=8, characters=nodePool)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:462
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12854, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Havlak.ns:462
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12730, length=8, characters=nodePool)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:460
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12762, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Havlak.ns:460
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Havlak.ns, index=12751, length=17, characters=[:e | e == ydash])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Havlak.ns:460
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12797, length=8, characters=workList)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:461
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12814, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Havlak.ns:461
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12837, length=8, characters=nodePool)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:462
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12854, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Havlak.ns:462
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Havlak.ns:456
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12572, length=1, characters=w)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:456
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Havlak.ns:457
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12625, length=1, characters=w)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:457
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12633, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:457
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12684, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:459
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12703, length=1, characters=w)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:459
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12730, length=8, characters=nodePool)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:460
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12762, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Havlak.ns:460
[truffle]   rewrite BlockNodeWithContext(SourceSection(source=Havlak.ns, index=12751, length=17, characters=[:e | e == ydash])) |From G BlockNode$BlockNodeWithContext         |To G BlockNode$BlockNodeWithContext         |Reason unknown at Havlak.ns:460
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12797, length=8, characters=workList)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:461
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12814, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:461
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=12837, length=8, characters=nodePool)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:462
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Havlak.ns, index=12854, length=5, characters=ydash)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Havlak.ns:462
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13125, length=4, characters=node)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Havlak.ns:473
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13143, length=4, characters=loop)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:473
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13171, length=4, characters=loop)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:474
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13185, length=4, characters=node)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Havlak.ns:474
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13307, length=8, characters=nodePool)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:479
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Havlak.ns:479
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13335, length=1, characters=v)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Havlak.ns:479
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Havlak.ns:480
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Havlak.ns, index=13383, length=1, characters=w)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at Havlak.ns:480
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:15
[truffle]   rewrite UninitializedLexicallyBound@5a428c16               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Havlak.ns:15
[truffle]   rewrite UninitMsgSend(#ifNil:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:232
[truffle]   rewrite UninitializedReceiverSend@703e32e                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:232
[truffle]   rewrite UninitMsgSend(#platform)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitializedLexicallyBound@762cbc86               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitMsgSend(#usingPlatform:andHarness:)          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitializedReceiverSend@20ab4551                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitMsgSend(#initializer`usingPlatform:andHarness:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:15
[truffle]   rewrite UninitializedLexicallyBound@4fb3143d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Havlak.ns:15
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:15
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Havlak.ns:15
[truffle]   rewrite UninitMsgSend(#Benchmark)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:16
[truffle]   rewrite UninitializedReceiverSend@57318476                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:16
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:31
[truffle]   rewrite UninitializedLexicallyBound@44eaca9a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:31
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:17
[truffle]   rewrite UninitializedReceiverSend@3e918e9b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Havlak.ns:17
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:17
[truffle]   rewrite UninitializedReceiverSend@69d47788                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:17
[truffle]   rewrite UninitMsgSend(#collections)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:18
[truffle]   rewrite UninitializedReceiverSend@321d4cf0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Havlak.ns:18
[truffle]   rewrite UninitMsgSend(#Dictionary)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:18
[truffle]   rewrite UninitializedReceiverSend@20b1ee33                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:18
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitializedLexicallyBound@126659e8               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitMsgSend(#collections)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:19
[truffle]   rewrite UninitializedReceiverSend@5844041b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Havlak.ns:19
[truffle]   rewrite UninitMsgSend(#IdentityDictionary)                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:19
[truffle]   rewrite UninitializedReceiverSend@e6b92f                   |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:19
[truffle]   rewrite UninitMsgSend(#Dictionary)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:330
[truffle]   rewrite UninitializedLexicallyBound@2f891f76               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Collections.ns:330
[truffle]   rewrite UninitMsgSend(#collections)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:20
[truffle]   rewrite UninitializedReceiverSend@f00aa76                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Havlak.ns:20
[truffle]   rewrite UninitMsgSend(#IdentitySet)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:20
[truffle]   rewrite UninitializedReceiverSend@771c1351                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:20
[truffle]   rewrite UninitMsgSend(#Set)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:136
[truffle]   rewrite UninitializedLexicallyBound@4286f35c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Collections.ns:136
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:29
[truffle]   rewrite UninitializedLexicallyBound@259336d5               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:29
[truffle]   rewrite UninitMsgSend(#collections)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:21
[truffle]   rewrite UninitializedReceiverSend@2fca6b0b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Havlak.ns:21
[truffle]   rewrite UninitMsgSend(#Set)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:21
[truffle]   rewrite UninitializedReceiverSend@38db6338                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:21
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:22
[truffle]   rewrite UninitializedReceiverSend@4d326b6c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Havlak.ns:22
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Havlak.ns:22
[truffle]   rewrite UninitializedReceiverSend@712bc981                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at Havlak.ns:22
[truffle]   rewrite UninitializedNode(SourceSection(source=Havlak.ns, index=619, length=371, characters=| private Benchmark  = harness Benchmark.\n  private Vector     = platform kernel Vector.\n  private Dictionary = platform collections Dictionary.\n  private IdentityDictionary = platform collections IdentityDictionary.\n  private IdentitySet = platform collections IdentitySet.\n  private Set        = platform collections Set.\n  private Array      = platform kernel Array.\n|)) |From M IsValueCheckNode$UninitializedNode     |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Havlak.ns:16
[truffle]   rewrite UninitMsgSend(#benchmarkSuite:)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:184
[truffle]   rewrite UninitializedReceiverSend@d45769c                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Harness.ns:184
IfSumGreaterNode: unwrapReceiver(condition) instanceof DoubleLiteralNode, actual: UninitializedMessageSendNode
[truffle]   rewrite UninitMsgSend(#size)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Harness.ns:185
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Harness.ns:186
[truffle]   rewrite UninitMsgSend(#asInteger)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:186
[truffle]   rewrite UninitializedReceiverSend@30536904                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:186
[truffle]   rewrite ImplicitSend(#Integer)                             |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:407
[truffle]   rewrite UninitMsgSend(#Integer)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:407
[truffle]   rewrite UninitializedLexicallyBound@1f9bd94e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Kernel.ns:407
[truffle]   rewrite UninitMsgSend(#fromString:)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:407
[truffle]   rewrite UninitializedReceiverSend@394cbdb7                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:407
[truffle]   rewrite ImplicitSend(#vmMirror)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:252
[truffle]   rewrite UninitMsgSend(#vmMirror)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:252
[truffle]   rewrite UninitializedLexicallyBound@7753055f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:252
[truffle]   rewrite UninitMsgSend(#intFromString:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:252
[truffle]   rewrite UninitializedReceiverSend@5c6349f8                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:252
[truffle]   rewrite UninitMsgSend(#numIterations:)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:186
[truffle]   rewrite UninitializedReceiverSend@68d5a911                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Harness.ns:186
IfSumGreaterNode: unwrapReceiver(condition) instanceof DoubleLiteralNode, actual: UninitializedMessageSendNode
[truffle]   rewrite UninitMsgSend(#size)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Harness.ns:187
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Harness.ns:188
[truffle]   rewrite UninitMsgSend(#asInteger)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:188
[truffle]   rewrite UninitializedReceiverSend@337c492c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:188
[truffle]   rewrite UninitMsgSend(#warmUp:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:188
[truffle]   rewrite UninitializedReceiverSend@4afaf1bc                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Harness.ns:188
IfSumGreaterNode: unwrapReceiver(condition) instanceof DoubleLiteralNode, actual: UninitializedMessageSendNode
[truffle]   rewrite UninitMsgSend(#size)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Harness.ns:189
