[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=14101, length=2, characters=el)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:503
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:525
[truffle]   rewrite LocalVariableWriteNodeGen[#$cascadeTmp1]           |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:525
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:525
[truffle]   rewrite LocalVariableReadNodeGen[#$cascadeTmp1]            |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:525
[truffle]   rewrite LocalVariableReadNodeGen[#$cascadeTmp1]            |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:525
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:530
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=14610, length=8, characters=elements)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:530
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:530
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=15242, length=1, characters=c)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:564
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:565
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:571
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=15426, length=2, characters=el)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:571
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=16324, length=1, characters=n)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at Streams.ns:598
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16324, length=1, characters=n)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Streams.ns:598
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=16348, length=9, characters=n:: n + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Streams.ns:599
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16352, length=1, characters=n)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Streams.ns:599
[truffle]   rewrite LocalVariableWriteNodeGen[#c]                      |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:597
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:597
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:597
[truffle]   rewrite LocalVariableReadNodeGen[#c]                       |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:598
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=16293, length=3, characters=del)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:598
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=16324, length=1, characters=n)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Streams.ns:598
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16324, length=1, characters=n)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:598
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=16348, length=9, characters=n:: n + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:599
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16352, length=1, characters=n)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:599
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:607
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=16586, length=3, characters=del)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:607
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=Streams.ns, index=16624, length=15, characters=super upTo: del)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at Streams.ns:608
[truffle]   rewrite NonLocalSuperReadNode(SourceSection(source=Streams.ns, index=16624, length=5, characters=super)) |From M ArgumentReadNode$NonLocalSuperReadNode |To M ArgumentReadNode$LocalSuperReadNode    |Reason unknown at Streams.ns:608
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=16636, length=3, characters=del)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:608
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=16802, length=21, characters=s:: Array new: sz + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:616
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:616
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16817, length=2, characters=sz)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:616
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16829, length=1, characters=s)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:617
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:617
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=16857, length=10, characters=offset:: 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:618
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=16886, length=17, characters=s:: Array new: sz)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:619
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:619
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16901, length=2, characters=sz)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:619
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=16909, length=10, characters=offset:: 0)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:620
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:630
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=17213, length=13, characters=pos:: pos + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |Reason unknown at Streams.ns:631
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17219, length=3, characters=pos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at Streams.ns:631
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16962, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:625
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=16967, length=2, characters=sz)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:625
[truffle]   rewrite LocalVariableWriteNodeGen[#code]                   |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:627
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:627
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17059, length=3, characters=pos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:627
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17073, length=1, characters=s)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:628
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17079, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:628
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17083, length=6, characters=offset)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:628
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:628
[truffle]   rewrite LocalVariableReadNodeGen[#code]                    |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:628
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=17134, length=9, characters=i:: i + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:629
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17138, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:629
[truffle]   rewrite LocalVariableReadNodeGen[#code]                    |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:630
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:630
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=17213, length=13, characters=pos:: pos + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:631
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17219, length=3, characters=pos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:631
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=Streams.ns, index=17240, length=13, characters=pos:: pos + 1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:632
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=17246, length=3, characters=pos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:632
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:637
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:654
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:659
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:660
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=18171, length=3, characters=pos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:660
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:700
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=19557, length=1, characters=f)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:710
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:711
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:711
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:738
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:738
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:737
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:738
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:738
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:739
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:751
[truffle]   rewrite LocalVariableWriteNodeGen[#$cascadeTmp1]           |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:751
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:751
[truffle]   rewrite LocalVariableReadNodeGen[#$cascadeTmp1]            |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:751
[truffle]   rewrite LocalVariableReadNodeGen[#$cascadeTmp1]            |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:751
[truffle]   rewrite LocalVariableReadNodeGen[#$cascadeTmp1]            |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:751
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:752
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:770
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=20989, length=2, characters=el)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:770
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=21840, length=6, characters=bufPos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:802
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:802
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at Streams.ns:805
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:803
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=21916, length=6, characters=bufPos)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:803
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=21988, length=1, characters=p)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:805
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:805
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:805
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:806
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:807
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:807
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=22175, length=1, characters=p)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:807
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:809
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:810
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=22291, length=1, characters=p)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:810
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:810
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=22440, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:817
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:817
[truffle]   rewrite LocalVariableWriteNodeGen[#pos]                    |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:819
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:819
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:820
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=22573, length=5, characters=index)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:820
[truffle]   rewrite LocalVariableWriteNodeGen[#result]                 |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at Streams.ns:822
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:822
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=22677, length=5, characters=index)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:822
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:823
[truffle]   rewrite LocalVariableReadNodeGen[#pos]                     |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:823
[truffle]   rewrite LocalVariableReadNodeGen[#result]                  |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:824
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:825
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=22762, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:825
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=23078, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:836
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:836
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:837
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=23137, length=5, characters=index)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:837
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:838
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=Streams.ns, index=23165, length=5, characters=index)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at Streams.ns:838
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Streams.ns:839
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=23205, length=1, characters=i)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:839
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=Streams.ns, index=24285, length=4, characters=cltn)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at Streams.ns:875
